frame_id,image,x1,y1,x2,y2,review_status,visibility,occluded,label,notes
495,frames/frame_00495.jpg,819.46,476.64,860.21,494.45,draft,,,drone,
510,frames/frame_00510.jpg,656.09,476.82,739.96,521.02,draft,,,drone,
525,frames/frame_00525.jpg,661.13,477.60,741.33,519.44,draft,,,drone,
540,frames/frame_00540.jpg,660.90,476.90,743.81,519.24,draft,,,drone,
555,frames/frame_00555.jpg,663.27,478.43,741.46,519.40,draft,,,drone,
570,frames/frame_00570.jpg,575.36,471.10,600.98,498.44,draft,,,drone,
585,frames/frame_00585.jpg,106.82,175.15,130.12,209.51,draft,,,drone,
600,frames/frame_00600.jpg,145.84,318.92,166.70,349.59,draft,,,drone,
615,frames/frame_00615.jpg,149.21,412.74,173.01,446.52,draft,,,drone,
630,frames/frame_00630.jpg,151.96,412.49,173.74,440.26,draft,,,drone,
645,frames/frame_00645.jpg,147.57,410.86,170.15,442.02,draft,,,drone,
660,frames/frame_00660.jpg,149.12,407.53,174.44,443.60,draft,,,drone,
675,frames/frame_00675.jpg,145.85,410.00,169.04,441.09,draft,,,drone,
690,frames/frame_00690.jpg,148.29,410.66,170.79,440.42,draft,,,drone,
705,frames/frame_00705.jpg,144.21,408.38,167.79,441.85,draft,,,drone,
720,frames/frame_00720.jpg,144.77,409.48,169.49,442.74,draft,,,drone,
735,frames/frame_00735.jpg,142.43,411.76,165.27,442.69,draft,,,drone,
750,frames/frame_00750.jpg,140.96,413.54,164.12,445.22,draft,,,drone,
765,frames/frame_00765.jpg,139.26,413.36,163.00,446.18,draft,,,drone,
780,frames/frame_00780.jpg,137.15,412.66,162.89,447.80,draft,,,drone,
795,frames/frame_00795.jpg,139.31,415.08,161.35,446.30,draft,,,drone,
810,frames/frame_00810.jpg,135.24,413.90,159.46,446.68,draft,,,drone,
825,frames/frame_00825.jpg,133.78,414.72,157.55,447.31,draft,,,drone,
840,frames/frame_00840.jpg,134.83,417.43,155.39,445.54,draft,,,drone,
855,frames/frame_00855.jpg,130.17,414.57,155.97,449.79,draft,,,drone,
870,frames/frame_00870.jpg,131.91,416.24,155.25,446.91,draft,,,drone,
885,frames/frame_00885.jpg,130.09,417.27,152.78,447.20,draft,,,drone,
900,frames/frame_00900.jpg,128.94,418.54,152.27,449.03,draft,,,drone,
915,frames/frame_00915.jpg,126.88,416.30,150.81,451.11,draft,,,drone,
930,frames/frame_00930.jpg,125.65,418.02,149.34,449.66,draft,,,drone,
945,frames/frame_00945.jpg,123.99,415.74,148.18,449.92,draft,,,drone,
960,frames/frame_00960.jpg,123.51,415.47,147.44,447.73,draft,,,drone,
975,frames/frame_00975.jpg,122.35,415.06,146.01,447.09,draft,,,drone,
990,frames/frame_00990.jpg,32.66,425.51,49.86,448.70,draft,,,drone,
1005,frames/frame_01005.jpg,540.25,491.49,646.94,543.62,draft,,,drone,
1020,frames/frame_01020.jpg,219.48,418.13,231.99,437.55,draft,,,drone,
1035,frames/frame_01035.jpg,998.66,219.89,1063.21,258.94,draft,,,drone,
1050,frames/frame_01050.jpg,902.98,232.38,969.31,273.52,draft,,,drone,
1065,frames/frame_01065.jpg,905.03,217.25,983.63,263.98,draft,,,drone,
1080,frames/frame_01080.jpg,905.64,191.43,1005.01,250.01,draft,,,drone,
1095,frames/frame_01095.jpg,1028.33,530.79,1039.37,540.28,draft,,,drone,
1110,frames/frame_01110.jpg,1046.58,496.72,1058.86,507.22,draft,,,drone,
1125,frames/frame_01125.jpg,1083.23,495.52,1103.36,510.52,draft,,,drone,
1140,frames/frame_01140.jpg,1079.19,492.89,1102.85,508.89,draft,,,drone,
1155,frames/frame_01155.jpg,1066.45,493.01,1090.48,509.64,draft,,,drone,
1170,frames/frame_01170.jpg,878.23,367.71,966.63,413.53,draft,,,drone,
1185,frames/frame_01185.jpg,888.64,371.80,962.11,414.64,draft,,,drone,
1200,frames/frame_01200.jpg,885.91,372.08,959.83,415.02,draft,,,drone,
1215,frames/frame_01215.jpg,887.11,370.24,970.04,415.90,draft,,,drone,
1230,frames/frame_01230.jpg,900.92,371.26,989.41,420.17,draft,,,drone,
1245,frames/frame_01245.jpg,905.43,379.55,985.29,424.34,draft,,,drone,
1260,frames/frame_01260.jpg,932.76,384.25,1021.34,433.06,draft,,,drone,
1275,frames/frame_01275.jpg,951.83,388.20,1039.95,436.09,draft,,,drone,
1290,frames/frame_01290.jpg,947.16,389.60,1035.10,437.71,draft,,,drone,
1305,frames/frame_01305.jpg,946.81,386.90,1036.09,436.15,draft,,,drone,
1320,frames/frame_01320.jpg,949.74,381.79,1041.46,432.13,draft,,,drone,
1335,frames/frame_01335.jpg,955.90,374.84,1049.21,426.83,draft,,,drone,
1350,frames/frame_01350.jpg,957.72,365.11,1061.54,422.43,draft,,,drone,
1365,frames/frame_01365.jpg,1336.18,501.04,1357.83,514.43,draft,,,drone,
1380,frames/frame_01380.jpg,1490.05,505.65,1512.58,520.57,draft,,,drone,
1395,frames/frame_01395.jpg,1476.16,504.02,1495.88,519.62,draft,,,drone,
1410,frames/frame_01410.jpg,1469.50,502.62,1483.73,519.06,draft,,,drone,
1425,frames/frame_01425.jpg,1442.37,506.07,1469.85,519.70,draft,,,drone,
1440,frames/frame_01440.jpg,1438.59,503.24,1467.31,520.30,draft,,,drone,
1455,frames/frame_01455.jpg,1439.65,503.49,1476.07,522.35,draft,,,drone,
1470,frames/frame_01470.jpg,1442.47,506.10,1471.74,520.93,draft,,,drone,
1485,frames/frame_01485.jpg,1439.65,504.95,1477.08,523.14,draft,,,drone,
1500,frames/frame_01500.jpg,1442.31,505.19,1476.45,522.72,draft,,,drone,
1515,frames/frame_01515.jpg,1441.97,505.79,1473.37,521.76,draft,,,drone,
1530,frames/frame_01530.jpg,1520.02,502.80,1557.47,521.19,draft,,,drone,
1545,frames/frame_01545.jpg,1517.81,504.58,1549.05,520.71,draft,,,drone,
1560,frames/frame_01560.jpg,1519.44,505.03,1547.22,520.65,draft,,,drone,
1575,frames/frame_01575.jpg,1516.73,505.64,1549.24,522.38,draft,,,drone,
1590,frames/frame_01590.jpg,1515.24,505.40,1549.43,522.57,draft,,,drone,
1605,frames/frame_01605.jpg,1517.67,506.56,1544.85,521.48,draft,,,drone,
1620,frames/frame_01620.jpg,1513.47,504.76,1549.02,522.21,draft,,,drone,
1635,frames/frame_01635.jpg,1514.85,505.42,1549.55,522.66,draft,,,drone,
1650,frames/frame_01650.jpg,1514.26,505.39,1547.92,522.58,draft,,,drone,
1665,frames/frame_01665.jpg,1515.50,505.01,1549.23,522.39,draft,,,drone,
1680,frames/frame_01680.jpg,1515.72,506.95,1541.68,519.97,draft,,,drone,
1695,frames/frame_01695.jpg,1512.57,504.78,1549.94,523.27,draft,,,drone,
1710,frames/frame_01710.jpg,1511.72,505.71,1544.65,522.96,draft,,,drone,
1725,frames/frame_01725.jpg,1510.27,504.87,1547.61,523.32,draft,,,drone,
1740,frames/frame_01740.jpg,1510.00,505.03,1546.96,522.87,draft,,,drone,
1755,frames/frame_01755.jpg,1510.29,505.09,1545.36,522.95,draft,,,drone,
1770,frames/frame_01770.jpg,1507.04,505.01,1539.20,521.33,draft,,,drone,
1785,frames/frame_01785.jpg,1508.32,504.83,1545.56,522.84,draft,,,drone,
1800,frames/frame_01800.jpg,1509.41,505.74,1541.90,522.27,draft,,,drone,
1815,frames/frame_01815.jpg,1506.60,502.92,1532.14,520.46,draft,,,drone,
1830,frames/frame_01830.jpg,1507.51,505.18,1543.92,523.30,draft,,,drone,
1845,frames/frame_01845.jpg,1508.48,503.95,1544.41,523.32,draft,,,drone,
1860,frames/frame_01860.jpg,1507.76,505.64,1541.28,522.61,draft,,,drone,
1875,frames/frame_01875.jpg,1508.41,505.85,1538.88,522.22,draft,,,drone,
1890,frames/frame_01890.jpg,1505.97,505.41,1542.36,522.97,draft,,,drone,
1905,frames/frame_01905.jpg,1506.16,505.14,1541.29,522.85,draft,,,drone,
1920,frames/frame_01920.jpg,1506.52,506.06,1536.49,521.92,draft,,,drone,
1935,frames/frame_01935.jpg,1505.44,506.45,1539.63,523.20,draft,,,drone,
1950,frames/frame_01950.jpg,1506.89,506.88,1538.21,523.15,draft,,,drone,
1965,frames/frame_01965.jpg,1524.38,505.46,1544.01,522.39,draft,,,drone,
1980,frames/frame_01980.jpg,1499.46,500.63,1508.87,517.63,draft,,,drone,
1995,frames/frame_01995.jpg,1382.08,495.83,1417.76,515.71,draft,,,drone,
2010,frames/frame_02010.jpg,1295.34,496.40,1317.74,510.14,draft,,,drone,
2025,frames/frame_02025.jpg,1251.56,492.89,1261.46,509.13,draft,,,drone,
2040,frames/frame_02040.jpg,1252.00,493.02,1264.05,510.05,draft,,,drone,
2055,frames/frame_02055.jpg,1252.32,493.31,1263.68,509.34,draft,,,drone,
2070,frames/frame_02070.jpg,1251.99,493.79,1262.25,508.71,draft,,,drone,
2085,frames/frame_02085.jpg,1251.07,492.12,1262.93,508.90,draft,,,drone,
2100,frames/frame_02100.jpg,1260.05,496.54,1283.52,511.12,draft,,,drone,
2115,frames/frame_02115.jpg,1258.98,495.99,1280.95,511.00,draft,,,drone,
2130,frames/frame_02130.jpg,1259.00,495.97,1281.00,510.60,draft,,,drone,
2145,frames/frame_02145.jpg,1258.64,497.44,1279.50,510.61,draft,,,drone,
2160,frames/frame_02160.jpg,1259.32,497.63,1279.32,510.58,draft,,,drone,
2175,frames/frame_02175.jpg,1257.96,496.98,1280.03,511.98,draft,,,drone,
2190,frames/frame_02190.jpg,1259.03,499.12,1277.89,510.99,draft,,,drone,
2205,frames/frame_02205.jpg,1255.29,497.15,1275.48,512.27,draft,,,drone,
2220,frames/frame_02220.jpg,1250.83,495.18,1266.38,511.54,draft,,,drone,
2235,frames/frame_02235.jpg,1249.82,495.92,1260.09,510.48,draft,,,drone,
2250,frames/frame_02250.jpg,1248.99,494.95,1261.15,512.17,draft,,,drone,
2265,frames/frame_02265.jpg,1247.94,496.07,1259.91,513.05,draft,,,drone,
2280,frames/frame_02280.jpg,1247.98,495.97,1260.52,513.65,draft,,,drone,
2295,frames/frame_02295.jpg,1252.09,498.15,1294.38,519.58,draft,,,drone,
2310,frames/frame_02310.jpg,1252.67,498.72,1289.04,519.49,draft,,,drone,
2325,frames/frame_02325.jpg,1253.12,499.14,1288.24,518.79,draft,,,drone,
2340,frames/frame_02340.jpg,1250.16,496.79,1260.01,513.64,draft,,,drone,
2355,frames/frame_02355.jpg,1254.15,491.32,1341.42,528.55,draft,,,drone,
2370,frames/frame_02370.jpg,1313.92,498.64,1347.03,517.59,draft,,,drone,
2385,frames/frame_02385.jpg,1391.64,503.04,1414.08,519.58,draft,,,drone,
2400,frames/frame_02400.jpg,1387.69,502.89,1409.36,517.77,draft,,,drone,
2415,frames/frame_02415.jpg,1162.03,496.99,1186.47,513.58,draft,,,drone,
2430,frames/frame_02430.jpg,1176.23,489.68,1236.66,520.04,draft,,,drone,
2445,frames/frame_02445.jpg,1243.60,488.08,1340.46,529.00,draft,,,drone,
2460,frames/frame_02460.jpg,1243.03,488.09,1341.00,528.98,draft,,,drone,
2475,frames/frame_02475.jpg,1233.80,491.03,1309.21,524.49,draft,,,drone,
2490,frames/frame_02490.jpg,1165.11,498.26,1176.68,509.91,draft,,,drone,
2505,frames/frame_02505.jpg,1224.21,498.18,1250.16,515.07,draft,,,drone,
2520,frames/frame_02520.jpg,1244.68,485.74,1350.57,530.77,draft,,,drone,
2535,frames/frame_02535.jpg,1222.16,497.19,1242.36,513.41,draft,,,drone,
2550,frames/frame_02550.jpg,1244.56,488.58,1329.06,526.11,draft,,,drone,
2565,frames/frame_02565.jpg,1292.89,492.09,1353.34,520.59,draft,,,drone,
2580,frames/frame_02580.jpg,1311.90,492.72,1355.08,515.19,draft,,,drone,
2595,frames/frame_02595.jpg,1349.47,497.60,1373.51,513.74,draft,,,drone,
2610,frames/frame_02610.jpg,1220.88,489.50,1293.78,523.28,draft,,,drone,
2625,frames/frame_02625.jpg,1317.20,493.80,1366.52,519.03,draft,,,drone,
2640,frames/frame_02640.jpg,1330.56,497.91,1385.86,524.78,draft,,,drone,
2655,frames/frame_02655.jpg,1234.43,494.17,1305.40,526.65,draft,,,drone,
2670,frames/frame_02670.jpg,1235.98,500.73,1263.06,519.54,draft,,,drone,
2685,frames/frame_02685.jpg,1239.72,501.74,1266.35,519.96,draft,,,drone,
2700,frames/frame_02700.jpg,1272.85,505.69,1287.39,519.62,draft,,,drone,
2715,frames/frame_02715.jpg,1262.07,508.04,1277.27,524.64,draft,,,drone,
2730,frames/frame_02730.jpg,1272.09,507.06,1284.06,524.03,draft,,,drone,
2745,frames/frame_02745.jpg,1276.47,507.65,1288.37,524.20,draft,,,drone,
2760,frames/frame_02760.jpg,1280.67,505.46,1292.75,522.79,draft,,,drone,
2775,frames/frame_02775.jpg,1225.55,505.08,1238.89,523.25,draft,,,drone,
2790,frames/frame_02790.jpg,1147.64,506.91,1174.00,524.47,draft,,,drone,
2805,frames/frame_02805.jpg,1119.95,505.03,1143.30,520.77,draft,,,drone,
2820,frames/frame_02820.jpg,1162.39,499.16,1212.59,525.23,draft,,,drone,
2835,frames/frame_02835.jpg,1138.86,503.71,1150.16,515.79,draft,,,drone,
2850,frames/frame_02850.jpg,1092.07,498.95,1115.17,515.54,draft,,,drone,
2865,frames/frame_02865.jpg,1164.83,501.51,1190.00,519.11,draft,,,drone,
2880,frames/frame_02880.jpg,1182.03,489.52,1284.17,532.96,draft,,,drone,
2895,frames/frame_02895.jpg,1296.53,504.63,1305.15,512.17,draft,,,drone,
2910,frames/frame_02910.jpg,1301.91,506.06,1307.71,517.07,draft,,,drone,
2925,frames/frame_02925.jpg,1286.24,502.81,1302.88,514.83,draft,,,drone,
2940,frames/frame_02940.jpg,1180.58,495.87,1226.80,522.45,draft,,,drone,
2955,frames/frame_02955.jpg,1098.16,499.00,1123.15,515.69,draft,,,drone,
2970,frames/frame_02970.jpg,1079.75,498.07,1105.52,513.18,draft,,,drone,
2985,frames/frame_02985.jpg,1159.16,495.84,1210.83,521.91,draft,,,drone,
3000,frames/frame_03000.jpg,1336.01,511.26,1349.25,522.52,draft,,,drone,
3015,frames/frame_03015.jpg,1289.06,508.12,1307.00,519.80,draft,,,drone,
3030,frames/frame_03030.jpg,1191.23,495.07,1262.09,528.80,draft,,,drone,
3045,frames/frame_03045.jpg,1292.09,503.90,1308.13,516.13,draft,,,drone,
3060,frames/frame_03060.jpg,1333.50,505.93,1357.92,522.27,draft,,,drone,
3075,frames/frame_03075.jpg,1331.74,506.00,1355.98,521.99,draft,,,drone,
3090,frames/frame_03090.jpg,1331.74,507.09,1355.22,523.07,draft,,,drone,
3105,frames/frame_03105.jpg,1305.33,507.35,1329.53,521.26,draft,,,drone,
3120,frames/frame_03120.jpg,1153.59,507.96,1177.14,524.24,draft,,,drone,
3135,frames/frame_03135.jpg,1055.29,497.41,1123.99,528.72,draft,,,drone,
3150,frames/frame_03150.jpg,1033.64,493.84,1128.32,534.51,draft,,,drone,
3165,frames/frame_03165.jpg,1038.94,494.28,1121.57,531.98,draft,,,drone,
3180,frames/frame_03180.jpg,1014.38,501.62,1042.14,519.47,draft,,,drone,
3195,frames/frame_03195.jpg,1015.94,500.18,1042.63,517.96,draft,,,drone,
3210,frames/frame_03210.jpg,1013.77,499.46,1041.28,517.55,draft,,,drone,
3225,frames/frame_03225.jpg,1014.70,499.61,1038.57,516.01,draft,,,drone,
3240,frames/frame_03240.jpg,1013.80,500.37,1039.64,517.35,draft,,,drone,
3255,frames/frame_03255.jpg,1012.90,501.56,1039.45,519.34,draft,,,drone,
3270,frames/frame_03270.jpg,1013.17,503.52,1039.88,520.87,draft,,,drone,
3285,frames/frame_03285.jpg,1013.01,509.18,1042.20,528.32,draft,,,drone,
3300,frames/frame_03300.jpg,1014.45,509.34,1042.32,527.66,draft,,,drone,
3315,frames/frame_03315.jpg,1017.25,507.84,1042.46,524.48,draft,,,drone,
3330,frames/frame_03330.jpg,851.96,364.29,945.21,417.46,draft,,,drone,
3345,frames/frame_03345.jpg,857.12,405.64,951.77,457.78,draft,,,drone,
3360,frames/frame_03360.jpg,849.61,404.93,943.95,457.26,draft,,,drone,
3375,frames/frame_03375.jpg,846.73,398.06,939.65,449.21,draft,,,drone,
3390,frames/frame_03390.jpg,859.09,392.93,936.21,438.54,draft,,,drone,
3405,frames/frame_03405.jpg,845.95,385.86,938.30,436.88,draft,,,drone,
3420,frames/frame_03420.jpg,847.44,368.07,936.34,418.52,draft,,,drone,
3435,frames/frame_03435.jpg,856.38,360.64,933.90,408.19,draft,,,drone,
3450,frames/frame_03450.jpg,851.80,362.28,934.81,411.45,draft,,,drone,
3465,frames/frame_03465.jpg,842.35,361.19,935.80,413.56,draft,,,drone,
3480,frames/frame_03480.jpg,853.29,362.94,931.79,409.52,draft,,,drone,
3495,frames/frame_03495.jpg,849.66,360.72,934.38,409.77,draft,,,drone,
3510,frames/frame_03510.jpg,848.31,358.30,934.66,408.50,draft,,,drone,
3525,frames/frame_03525.jpg,849.10,356.94,931.93,406.20,draft,,,drone,
3540,frames/frame_03540.jpg,846.13,355.04,929.97,404.89,draft,,,drone,
3555,frames/frame_03555.jpg,848.65,355.84,930.82,403.71,draft,,,drone,
3570,frames/frame_03570.jpg,847.33,355.11,928.99,404.09,draft,,,drone,
3585,frames/frame_03585.jpg,840.30,352.45,931.29,404.46,draft,,,drone,
3600,frames/frame_03600.jpg,848.49,353.38,927.96,399.04,draft,,,drone,
3615,frames/frame_03615.jpg,848.31,352.17,930.69,401.55,draft,,,drone,
3630,frames/frame_03630.jpg,843.10,353.36,931.72,403.61,draft,,,drone,
3645,frames/frame_03645.jpg,847.70,356.33,929.64,403.89,draft,,,drone,
3660,frames/frame_03660.jpg,843.68,360.69,926.83,408.46,draft,,,drone,
3675,frames/frame_03675.jpg,839.86,362.05,922.87,410.31,draft,,,drone,
3690,frames/frame_03690.jpg,834.90,359.82,918.80,409.13,draft,,,drone,
3705,frames/frame_03705.jpg,821.98,349.55,916.98,403.12,draft,,,drone,
3720,frames/frame_03720.jpg,810.36,329.82,916.66,390.06,draft,,,drone,
3735,frames/frame_03735.jpg,879.86,409.27,947.74,451.81,draft,,,drone,
3750,frames/frame_03750.jpg,1068.07,510.95,1088.43,524.95,draft,,,drone,
3765,frames/frame_03765.jpg,1048.89,501.16,1060.73,518.06,draft,,,drone,
3780,frames/frame_03780.jpg,1037.62,492.22,1136.09,534.60,draft,,,drone,
3795,frames/frame_03795.jpg,1050.28,494.01,1137.12,532.76,draft,,,drone,
3810,frames/frame_03810.jpg,961.18,500.94,978.58,516.02,draft,,,drone,
3825,frames/frame_03825.jpg,960.69,498.58,986.70,517.07,draft,,,drone,
3840,frames/frame_03840.jpg,960.99,498.98,983.08,515.66,draft,,,drone,
3855,frames/frame_03855.jpg,1165.05,503.31,1194.87,520.60,draft,,,drone,
3870,frames/frame_03870.jpg,1183.00,506.39,1203.46,521.75,draft,,,drone,
3885,frames/frame_03885.jpg,1075.57,495.01,1144.62,526.37,draft,,,drone,
3900,frames/frame_03900.jpg,1037.01,493.53,1118.24,529.36,draft,,,drone,
3915,frames/frame_03915.jpg,1043.83,491.57,1137.46,532.07,draft,,,drone,
3930,frames/frame_03930.jpg,1040.60,490.29,1137.08,533.30,draft,,,drone,
3945,frames/frame_03945.jpg,1005.64,503.99,1014.33,515.20,draft,,,drone,
3960,frames/frame_03960.jpg,1025.19,502.94,1051.33,520.29,draft,,,drone,
3975,frames/frame_03975.jpg,1044.33,498.30,1105.27,527.70,draft,,,drone,
3990,frames/frame_03990.jpg,1024.46,503.16,1047.75,519.68,draft,,,drone,
4005,frames/frame_04005.jpg,1022.40,502.77,1048.41,520.20,draft,,,drone,
4020,frames/frame_04020.jpg,1115.25,499.88,1176.77,529.02,draft,,,drone,
4035,frames/frame_04035.jpg,1314.49,516.01,1326.11,529.58,draft,,,drone,
4050,frames/frame_04050.jpg,1326.00,519.61,1338.85,529.06,draft,,,drone,
4065,frames/frame_04065.jpg,1325.97,519.36,1338.64,530.09,draft,,,drone,
4080,frames/frame_04080.jpg,1325.92,518.04,1337.33,527.71,draft,,,drone,
4095,frames/frame_04095.jpg,1325.66,518.01,1335.90,526.94,draft,,,drone,
4110,frames/frame_04110.jpg,1324.89,516.91,1338.16,527.02,draft,,,drone,
4125,frames/frame_04125.jpg,1325.02,516.99,1338.02,526.99,draft,,,drone,
4140,frames/frame_04140.jpg,1325.04,517.00,1336.46,526.63,draft,,,drone,
4155,frames/frame_04155.jpg,1324.37,517.91,1336.88,527.19,draft,,,drone,
4170,frames/frame_04170.jpg,1323.22,517.03,1340.25,528.91,draft,,,drone,
4185,frames/frame_04185.jpg,1323.65,518.34,1335.19,527.93,draft,,,drone,
4200,frames/frame_04200.jpg,1323.04,519.07,1336.86,528.86,draft,,,drone,
4215,frames/frame_04215.jpg,1322.95,519.60,1335.93,529.45,draft,,,drone,
4230,frames/frame_04230.jpg,1321.82,521.15,1335.48,530.48,draft,,,drone,
4245,frames/frame_04245.jpg,1321.71,520.67,1336.74,531.02,draft,,,drone,
4260,frames/frame_04260.jpg,1321.09,522.03,1334.06,530.97,draft,,,drone,
4275,frames/frame_04275.jpg,1320.95,522.88,1332.69,532.13,draft,,,drone,
4290,frames/frame_04290.jpg,1319.63,522.46,1334.91,532.84,draft,,,drone,
4305,frames/frame_04305.jpg,1319.35,522.39,1336.12,534.10,draft,,,drone,
4320,frames/frame_04320.jpg,1319.82,523.54,1330.43,532.55,draft,,,drone,
4335,frames/frame_04335.jpg,1318.93,521.41,1331.45,531.84,draft,,,drone,
4350,frames/frame_04350.jpg,1318.95,520.79,1333.45,530.09,draft,,,drone,
4365,frames/frame_04365.jpg,1319.95,518.82,1331.77,528.44,draft,,,drone,
4380,frames/frame_04380.jpg,1320.04,518.17,1331.27,527.76,draft,,,drone,
4395,frames/frame_04395.jpg,1319.91,517.96,1331.85,527.13,draft,,,drone,
4410,frames/frame_04410.jpg,1319.71,517.70,1332.91,527.46,draft,,,drone,
4425,frames/frame_04425.jpg,1320.94,517.90,1332.72,527.51,draft,,,drone,
4440,frames/frame_04440.jpg,1320.53,517.36,1336.56,527.81,draft,,,drone,
4455,frames/frame_04455.jpg,1320.77,517.49,1337.76,528.52,draft,,,drone,
4470,frames/frame_04470.jpg,1322.03,519.07,1331.88,527.99,draft,,,drone,
4485,frames/frame_04485.jpg,1321.32,518.79,1338.70,530.68,draft,,,drone,
4500,frames/frame_04500.jpg,1321.65,521.16,1333.42,529.91,draft,,,drone,
4515,frames/frame_04515.jpg,1321.81,521.83,1335.72,531.36,draft,,,drone,
4530,frames/frame_04530.jpg,1322.10,523.10,1333.09,532.12,draft,,,drone,
4545,frames/frame_04545.jpg,1320.89,522.97,1334.00,532.45,draft,,,drone,
4560,frames/frame_04560.jpg,1320.70,519.80,1334.70,529.49,draft,,,drone,
4575,frames/frame_04575.jpg,1321.08,521.17,1333.76,530.70,draft,,,drone,
4590,frames/frame_04590.jpg,1321.12,521.55,1334.74,531.61,draft,,,drone,
4605,frames/frame_04605.jpg,1321.20,518.89,1339.91,530.80,draft,,,drone,
4620,frames/frame_04620.jpg,1322.96,519.23,1336.11,529.55,draft,,,drone,
4635,frames/frame_04635.jpg,1323.92,518.77,1337.44,528.81,draft,,,drone,
4650,frames/frame_04650.jpg,1324.01,517.89,1336.99,527.62,draft,,,drone,
4665,frames/frame_04665.jpg,1324.33,517.78,1338.26,528.11,draft,,,drone,
4680,frames/frame_04680.jpg,1324.93,517.79,1339.40,527.88,draft,,,drone,
4695,frames/frame_04695.jpg,1324.62,516.85,1341.28,527.70,draft,,,drone,
4710,frames/frame_04710.jpg,1325.75,516.96,1340.55,527.31,draft,,,drone,
4725,frames/frame_04725.jpg,1325.79,517.05,1340.97,527.36,draft,,,drone,
4740,frames/frame_04740.jpg,1325.85,517.61,1338.79,527.20,draft,,,drone,
4755,frames/frame_04755.jpg,1324.63,518.00,1338.60,527.92,draft,,,drone,
4770,frames/frame_04770.jpg,1338.24,515.23,1358.46,528.61,draft,,,drone,
4785,frames/frame_04785.jpg,1360.07,513.98,1377.97,528.07,draft,,,drone,
4800,frames/frame_04800.jpg,1358.47,514.33,1374.12,528.12,draft,,,drone,
4815,frames/frame_04815.jpg,1357.30,515.06,1375.68,529.55,draft,,,drone,
4830,frames/frame_04830.jpg,1356.27,516.15,1374.55,529.93,draft,,,drone,
4845,frames/frame_04845.jpg,1355.93,517.00,1374.37,531.50,draft,,,drone,
4860,frames/frame_04860.jpg,1354.85,517.00,1372.90,532.09,draft,,,drone,
4875,frames/frame_04875.jpg,1354.94,518.08,1373.28,532.11,draft,,,drone,
4890,frames/frame_04890.jpg,1354.29,519.08,1369.92,532.11,draft,,,drone,
4905,frames/frame_04905.jpg,1353.11,520.14,1369.97,533.72,draft,,,drone,
4920,frames/frame_04920.jpg,1352.76,519.96,1371.24,534.07,draft,,,drone,
4935,frames/frame_04935.jpg,1352.79,520.77,1365.72,533.61,draft,,,drone,
